"Date","Site","ER","NEP","Temp.C","SpCond.uS","pH","Chl.ug.L","Chl.RFU","ODOsat..","ODO.mg.L","Turbid..NTU","SampleCode","Project","Event","Location","TimeStart","TimeEnd","TotalDepth","DeepSampleDepth","TowTime1","TowTime2","TowAngle1","TowAngle2","SecchiDepth","HachTurbidity","EC_min","EC_max","SUNA_NO3_uM","GPS.waypoint.1","GPS.waypoint.2","Notes","ChlA_a_VolumeFiltered_mL","ChlA_b_VolumeFiltered_mL","CHN_VolumeFiltered_mL","Sterivex_VolumeFiltered_mL","X__1","TowDepth1","TowDepth2","TowVolume1","TowVolume2","DateTime_start","DateTime_end","TIMESTAMP","EXOTemp","EXOSpCond","EXOpH","EXOpHmV","EXODOmgL","EXOODO","EXOTurbFNU","EXOChlugL","EXOBGAPCugL","TIMESTAMP_round","NO3_uM","LinearDist","LinearDist_km","SampleLabel","DOC.ppm","NH4.ppm","NO3.ppm","TN.ppm","TDN.ppm","TP.ppm","PO4","DIN.ppm","DON.ppm","TPN.ppm","TSS","VSS","Vg","R.28.40","Area.32","d.34O2.32O2","d.33O2.32O2","Area.40","d.32O2.40Ar","Area.28","d.15N.14N","Area.44","d.13C.12C","d.33O2.32O2_corr","d.32O2.40Ar_corr","d.15N.14N_corr","d.13C.12C_corr","d180_02.vs.air","d180_02.vs.VSMOW","d170_02.vs.air","d15N_N2.vs.air","O2.Ar","d13C.CO2","d13C.TotalDIC","wind.ms","sd.wind.ms","wind.height.ms","zmix.m","delo18.h2o","lake.area.km2","gppv","gppa","rv","ra","nepv","nepa","gpptor","a","b","c","d","g"
2018-10-01,"EC2",-0.018,0.0895,21.04,843,8.09,2.6,0.6,91.4,8.13,10.5,"SSCN_03_02","SSCN",3,2,1013,1026,38,32,40,40,0,0,0.8,11.3,840,842,NA,397,398,NA,500,500,500,NA,NA,32,32,711.678806825372,711.678806825372,"2018-10-01 10:13:00","2018-10-01 10:26:00","2018-10-01 10:19:32",21.11,840.72,8.29,-95.68,8.01,90.28,9.11,2.26,-1.06,"2018-10-01 10:19:30",NA,10230.7737541818,10.2307737541818,"SSCN_03_02_S",3.436771939964,0.0206104,0.0148302,0.1894558,0.164982304,0.1697784,0.1116730705,0.0354406,0.129541704,0.024473496,8.01999999999998,1.53999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44166666666667,2.26981460329546,10,10.5044345898004,-6.1,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198900425760581,NA
2018-10-01,"EC3",-0.0175,0.08325,21.03,862,8.07,2.4,0.6,90.9,8.08,12,"SSCN_03_03","SSCN",3,3,935,1002,36,30,58,46,60,30,0.8,11.2,853,854,NA,395,396,NA,500,500,500,NA,NA,60,34.6410161513775,1334.39776279757,770.414907557212,"2018-10-01 09:35:00","2018-10-01 10:02:00","2018-10-01 09:49:06",21.09,849.67,8.27,-94.54,7.99,89.98,10.17,2.12,-1.06,"2018-10-01 09:49:05",NA,10299.7737541824,10.2997737541824,"SSCN_03_03_S",3.546011100764,0.0230992,0.0140063,0.3081783682,0.2304250485,0.1697784,0.110124768,0.0371055,0.1933195485,0.0777533197,9.69999999999999,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44166666666667,2.26981460329546,10,10.4462305986696,-6.01,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198918400838415,NA
2018-10-01,"EC4",-0.0165,0.101,21.095,866.5,8.19,2.65,0.6,91.55,8.125,8.75,"SSCN_03_04","SSCN",3,4,920,930,36,30,48,47,0,30,0.8,10.1,865,866,NA,393,394,NA,500,500,500,NA,NA,30,34.6410161513775,667.198881398786,770.414907557212,"2018-10-01 09:20:00","2018-10-01 09:30:00","2018-10-01 09:24:26",21.14,866.32,8.32,-97.23,8.06,90.83,8.2,2.41,-1.06,"2018-10-01 09:24:25",NA,9660.53532506208,9.66053532506208,"SSCN_03_04_S",3.596675875056,0.0272472,0.0115346,0.2388084,0.180709434,0.1760562,0.1240821345,0.0387818,0.141927634,0.058098966,7.16,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44166666666667,2.26981460329546,10,10.9312638580931,-6.01,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198918400838415,NA
2018-10-01,"EC5",-0.01725,0.082,21.19,880,8.13,3.6,0.9,92.4,8.19,8.7,"SSCN_03_05","SSCN",3,5,855,915,28,22,41,47,0,30,0.8,8.92,872,873,NA,392,NA,NA,500,500,500,NA,NA,22,25.4034118443435,489.279179692443,564.970932208622,"2018-10-01 08:55:00","2018-10-01 09:15:00","2018-10-01 09:04:57",21.2,875.345,8.33,-97.6,8.13,91.81,7.575,2.46,-1.05,"2018-10-01 09:04:57",NA,9280.10700945016,9.28010700945016,"SSCN_03_05_S",3.609629945344,0.017292,0.0090629,0.2253486,0.1854570765,0.1635006,0.110124768,0.0263549,0.1591021765,0.0398915235,7.84,1.47,5.851,0.0404824552788657,8.67983333333333,-2.75466666666667,-1.066,0.9495,-124.541,23.5691666666666,22.8865,70.1755,1.27333333333333,-1.26136280240409,-96.461406831773,17.5201793227548,0.750641514179597,-0.613209801410497,23.1721958053158,-0.459168814075428,4.84611803881363,19.616594451421,-10.2081355875821,-10.7398289262209,5.44166666666667,2.26981460329546,10,9.91407982261641,-6.01,0.153,0.36758790019404,3.64429578435167,0.530133893659613,5.25578973841584,-0.162545993465573,-1.61149395406417,0.693386905818286,0.00204457099882103,0.00204173127697542,0.00201675221402004,0.00198918400838415,0.00207909603810183
2018-10-01,"EC6",-0.02,0.1245,21.24,880,8.11,4,1,94.1,8.33,6.8,"SSCN_03_06","SSCN",3,6,1041,1052,40,34,NA,NA,NA,NA,0.9,9.42,878,879,NA,399,403,NA,500,500,500,NA,NA,34,34,756.158732251957,756.158732251957,"2018-10-01 10:41:00","2018-10-01 10:52:00","2018-10-01 10:46:40",21.35,878.7,8.35,-98.53,8.23,93.21,7.44,2.98,-1.04,"2018-10-01 10:46:40",NA,8696.1070094504,8.6961070094504,"SSCN_03_06_S",3.601280259836,0.017292,0.0090629,0.2118888,0.1854570765,0.1446672,0.110124768,0.0263549,0.1591021765,0.0264317235000001,7.66000000000003,1.41000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44166666666667,2.26981460329546,10,10.6984478935698,-6.01,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198918400838415,NA
2018-10-01,"EC7",-0.01875,0.10875,21.33,884,8.17,4.4,1,94.2,8.32,7.1,"SSCN_03_07","SSCN",3,7,1057,1110,40,30,46,47,45,30,0.9,8.54,884,885,NA,404,405,NA,500,500,500,NA,NA,48.0832611206852,39.2598183048946,1069.36993445756,873.136895231508,"2018-10-01 10:57:00","2018-10-01 11:10:00","2018-10-01 11:03:32",21.43,883.135,8.37,-99.76,8.34,94.61,6.9,3.09,-1.04,"2018-10-01 11:03:32",NA,8292.87251346634,8.29287251346634,"SSCN_03_07_S",3.540076108156,0.0197808,0.0074151,0.198429,0.164982304,0.1446672,0.10703005,0.0271959,0.137786404,0.033446696,7.1157894736842,1.29473684210525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44166666666667,2.26981460329546,10,10.4212860310421,-6.01,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198918400838415,NA
2018-10-01,"EC8",-0.0165,0.126,21.47,891,8.25,3.7,0.9,95.7,8.44,7.2,"SSCN_03_08","SSCN",3,8,1142,1202,38,32,43,37,30,0,0.8,7.8,888,890,NA,410,413,NA,500,500,500,NA,NA,36.950417228136,32,821.77590139436,711.678806825372,"2018-10-01 11:42:00","2018-10-01 12:02:00","2018-10-01 11:51:01",21.58,888.495,8.39,-100.67,8.39,95.445,6.6,3.13,-1.03,"2018-10-01 11:51:00",NA,8205.37251346586,8.20537251346586,"SSCN_03_08_S",3.543277932144,0.0123144,0.0065912,0.2118888,0.164982304,0.150945,0.113222002,0.0189056,0.146076704,0.046906496,6.81,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44166666666667,2.26981460329546,10,10.6014412416851,-5.95,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.0019893038422004,NA
2018-10-01,"NL70",-0.017,0.06075,20.77,736,8.45,2.1,0.5,90,8.04,19.9,"SSCN_03_01","SSCN",3,1,817,836,31,25,41,43,30,30,0.5,17.5,730,735,NA,391,NA,NA,500,500,500,NA,NA,28.8675134594813,28.8675134594813,642.012422964344,642.012422964344,"2018-10-01 08:17:00","2018-10-01 08:36:00","2018-10-01 08:26:26",20.81,733.93,8.17,-88.95,7.95,89.06,15.39,1.76,-1.07,"2018-10-01 08:26:25",NA,14898.1651854489,14.8981651854489,"SSCN_03_01_S",3.281893080576,0.0272472,0.032956,0.2791878,0.2271737125,0.1697784,0.10703005,0.0602032,0.1669705125,0.0520140875,11.9888888888889,2.04444444444445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44166666666667,2.26981460329546,10,10.2272727272727,-6.73,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198774600034443,NA
2018-10-01,"NL76",-0.02,0.13175,21.53,923,8.4,4.2,1,96.7,8.51,5.8,"SSCN_03_09","SSCN",3,9,1208,1227,39,33,39,43,0,0,1.2,7.3,NA,NA,NA,414,415,NA,500,500,500,NA,NA,33,33,733.918769538664,733.918769538664,"2018-10-01 12:08:00","2018-10-01 12:27:00","2018-10-01 12:16:49",21.72,915.04,8.43,-103.2,8.59,98,5.9,3.68,-1.01,"2018-10-01 12:16:50",NA,7330.04958283617,7.33004958283617,"SSCN_03_09_S",3.649338189756,0.0148032,0.0032956,0.220862,0.1509572485,0.1446672,0.103937848,0.0180988,0.1328584485,0.0699047515000001,6.08000000000001,1.39000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44166666666667,2.26981460329546,10,10.9368070953437,-5.83,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198954350974658,NA
2018-10-03,"EC2",-0.01375,0.21675,21.56,853,7.56,4.2,1,98.2,8.64,7.5,"SSCN_04_02","SSCN",4,2,1050,1102,33,27,40,35,0,0,0.9,8.9,846,849,4.26,442,443,NA,500,500,500,NA,NA,27,27,600.478993258907,600.478993258907,"2018-10-03 10:50:00","2018-10-03 11:02:00","2018-10-03 10:56:00",21.64,848.57,8.35,-98.85,8.61,98.035,8.88,4.26,-1.01,"2018-10-03 10:56:00",4.2,11531.3158493557,11.5313158493557,"SSCN_04_02_S",3.49154511666667,0.0360696,0.0367025734,0.6515756,0.21907185,0.2325564,0.119222002,0.0727721734,0.1462996766,0.43250375,7.77894736842107,1.51578947368421,5.6565,0.039795205276079,9.16183333333332,-3.779,-1.72183333333333,0.965333333333335,-91.9138333333335,24.6426666666667,13.0853333333333,69.4206666666666,1.3795,-1.90019189664866,-67.0988711794108,7.89400358863035,0.851716880769382,-1.63974275962619,22.1212313626947,-1.09851102039943,-4.66015565929872,20.2540801751221,-10.1081670525715,-10.6571178932029,6.30166666666667,1.71506802586175,10,10.5044345898004,-6.1,0.153,0.47399583753218,4.97905827119445,0.514708253664453,5.40671918344864,-0.0407124161322723,-0.427660912254189,0.92090195592859,0.00204457099882103,0.00203963837603085,0.00201468491816124,0.00198900425760581,0.00231367297548518
2018-10-03,"EC3",-0.02925,0.19375,21.48,856.5,7.72,3.65,0.9,96.45,8.5,7.55,"SSCN_04_03","SSCN",4,3,1027,1041,37,31,45,44,20,20,0.7,8.61,849,853,4.24,439,441,NA,500,500,500,NA,NA,32.9895109467533,32.9895109467533,733.68549338556,733.68549338556,"2018-10-03 10:27:00","2018-10-03 10:41:00","2018-10-03 10:34:03",21.6,851.4,8.35,-98.59,8.53,97.04,8.2,4.09,-1.01,"2018-10-03 10:34:05",4.28,11796.9753366182,11.7969753366182,"SSCN_04_03_S",3.3871895875,0.039521256,0.0350668326,0.3016208,0.164982304,0.1760562,0.1145770945,0.0745880886,0.0903942154,0.136638496,7.44,1.42000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30166666666667,1.71506802586175,10,10.4462305986696,-6.01,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198918400838415,NA
2018-10-03,"EC4",-0.018,0.16725,21.45,865,7.49,4,1,96.4,8.5,7.1,"SSCN_04_04","SSCN",4,4,1007,1019,36,30,40,48,0,30,0.8,8.23,859,863,4.46,437,438,NA,500,500,500,NA,NA,30,34.6410161513775,667.198881398786,770.414907557212,"2018-10-03 10:07:00","2018-10-03 10:19:00","2018-10-03 10:13:00",21.52,860.96,8.35,-98.55,8.48,96.31,8.34,3.55,-1.02,"2018-10-03 10:13:00",4.32,11917.9753366175,11.9179753366175,"SSCN_04_04_S",3.42703799083333,0.0403845875,0.0342491584,0.2477816,0.248,0.1572228,0.116124768,0.0746337459,0.1733662541,-0.000218400000000007,7.14000000000001,1.38000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30166666666667,1.71506802586175,10,10.9312638580931,-6.01,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198918400838415,NA
2018-10-03,"EC5",-0.019,0.16975,21.4333333333333,873,7.51666666666667,3.53333333333333,0.866666666666667,96.1666666666667,8.48333333333333,6.6,"SSCN_04_05","SSCN",4,5,940,958,31,25,40,45,0,0,0.7,8.52,866,868,4.36,435,436,NA,500,500,500,NA,NA,25,25,555.999067832322,555.999067832322,"2018-10-03 09:40:00","2018-10-03 09:58:00","2018-10-03 09:49:00",21.53,866.51,8.36,-99.41,8.53,96.97,9.67,3.82,-1.02,"2018-10-03 09:49:00",4.37,12314.975336618,12.314975336618,"SSCN_04_05_S",3.34219875566667,0.030897126,0.033431615,0.331130436,0.2597464,0.150945,0.116124768,0.064328741,0.195417659,0.071384036,4.78999999999999,1.12,5.513,0.0415262919727043,9.15866666666667,-3.79216666666667,-1.79116666666667,0.968666666666665,-97.293,23.661,21.026,72.1901666666666,1.42466666666667,-1.96963694524571,-72.4135183392728,15.6746490485476,0.915563638709519,-1.65293770002633,22.107722382713,-1.16801184775428,3.02357538123737,20.1386946467388,-10.0450194522036,-10.6068266287722,6.30166666666667,1.71506802586175,10,9.91407982261641,-6.01,0.153,0.556069133652397,5.51291377792302,0.64785495381974,6.42288572564637,-0.0917858201673432,-0.909971947723355,0.85832350339196,0.00204457099882103,0.00203961147405773,0.00201465834531374,0.00198918400838415,0.00216899038092644
2018-10-03,"EC6",-0.013,0.166,21.49,880,7.59,3.5,0.8,96.4,8.49,9.1,"SSCN_04_06","SSCN",4,6,1115,1129,35,29,39,38,30,0,0.7,9.63,871,876,4,444,445,NA,500,500,500,NA,NA,33.4863156129983,29,744.734410638639,644.958918685493,"2018-10-03 11:15:00","2018-10-03 11:29:00","2018-10-03 11:21:59",21.65,872.58,8.36,-99.225,8.54,97.2,8.625,3.43,-1.03,"2018-10-03 11:22:00",4.02,10547.2737541818,10.5472737541818,"SSCN_04_06_S",3.31206255458333,0.024009846,0.0309797696,0.4721116,0.2206891965,0.182334,0.116124768,0.0549896156,0.1656995809,0.2514224035,7.97,1.35999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30166666666667,1.71506802586175,10,10.6984478935698,-6.01,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198918400838415,NA
2018-10-03,"EC7",-0.02025,0.1955,21.64,888,7.87,3.6,0.9,97.7,8.58,7.1,"SSCN_04_07","SSCN",4,7,1133,1145,34,28,41,42,0,10,0.9,7.89,877,881,4.17,446,447,NA,500,500,500,NA,NA,28,28.4319451328009,622.7189559722,632.32539961988,"2018-10-03 11:33:00","2018-10-03 11:45:00","2018-10-03 11:39:02",21.8,880.37,8.38,-100.59,8.64,98.67,8.2,3.33,-1.03,"2018-10-03 11:39:00",3.91,10085.2737541816,10.0852737541816,"SSCN_04_07_S",3.40527370466667,0.0284412028,0.0309797696,0.3375136,0.2174560165,0.1572228,0.1176730705,0.0594209724,0.1580350441,0.1200575835,7.50999999999999,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30166666666667,1.71506802586175,10,10.4212860310421,-6.01,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198918400838415,NA
2018-10-03,"EC8",-0.02375,0.16375,21.8633333333333,895.333333333333,7.86,3.63333333333333,0.866666666666667,99.1,8.67,6.33333333333333,"SSCN_04_08","SSCN",4,8,1157,1212,33,27,31,32,0,30,1,5.35,874,894,3.8,448,449,NA,500,500,500,NA,NA,27,31.1769145362398,600.478993258907,693.373416801491,"2018-10-03 11:57:00","2018-10-03 12:12:00","2018-10-03 12:04:30",21.99,880.55,8.39,-101.14,8.67,99.45,7.26,3.25,-1.04,"2018-10-03 12:04:30",3.82,9804.77375418178,9.80477375418178,"SSCN_04_08_S",3.516316771,0.0292509675,0.0285291014,0.6829818,0.2045838165,0.213723,0.1145770945,0.0577800689,0.1468037476,0.4783979835,9.69,2.00999999999999,5.693,0.0396704452185763,11.2908333333333,-4.14616666666667,-2.02833333333334,1.15066666666667,-68.4841666666667,29.1685,13.4256666666667,81.5135,1.24133333333333,-2.13158396092261,-56.4903393456066,8.97209173848034,0.795115561790575,-2.00769786977084,21.7445189209285,-1.33008894042785,-3.59549599525011,20.4844004605889,-10.1641485555716,-10.7101407664229,6.30166666666667,1.71506802586175,10,10.6014412416851,-5.95,0.153,0.540210151192485,5.72700617602896,0.560489645967977,5.94199804830239,-0.0202794947754915,-0.214991872273433,0.963818252627186,0.00204457099882103,0.00203888818501992,0.00201394390517912,0.0019893038422004,0.00267031194069897
2018-10-03,"NL70",-0.01825,0.13075,21.21,804,7.07,2.8,0.7,94.5,8.37,10.7,"SSCN_04_01","SSCN",4,1,905,930,30,24,41,41,0,0,0.7,11.6,791,799,4.56,434,NA,NA,500,500,500,NA,NA,24,24,533.759105119029,533.759105119029,"2018-10-03 09:05:00","2018-10-03 09:30:00","2018-10-03 09:17:40",21.29,793.9,8.27,-94.31,8.27,93.53,9.67,3.11,-1.04,"2018-10-03 09:17:40",4.52,14850.665185449,14.850665185449,"SSCN_04_01_S",3.27830002233333,0.0317587875,0.0383388374,0.2791878,0.248415576,0.1697784,0.1145770945,0.0700976249,0.1783179511,0.0307722240000001,9.85555555555556,1.53333333333333,6.202,0.0470338381344177,6.69816666666667,-3.40466666666666,-1.16133333333333,0.758,-153.182333333334,16.1433333333334,25.7526666666666,68.0293333333333,1.15133333333333,-1.42660637182499,-110.936175310055,19.1758629899775,0.614165764325324,-1.26460559331437,22.5052967935646,-0.624545108308449,6.48117878701071,19.3023348667572,-10.3431168519368,-10.8439234854464,6.30166666666667,1.71506802586175,10,10.2272727272727,-6.73,0.153,0.462706741594635,4.73222803903603,0.589908236917654,6.03315242302144,-0.127201495323019,-1.30092438398541,0.784370708251744,0.00204457099882103,0.00204040320873418,0.00201544039370554,0.00198774600034443,0.00211618121031322
2018-10-03,"NL76",-0.022,0.2495,21.86,945,7.97,4.4,1.1,99.8,8.72,4,"SSCN_04_09","SSCN",4,9,1220,1235,39,33,43,48,0,0,1.3,5.1,940,940,3.1,450,451,NA,500,500,500,NA,NA,33,33,733.918769538664,733.918769538664,"2018-10-03 12:20:00","2018-10-03 12:35:00","2018-10-03 12:27:32",22.15,940.025,8.44,-103.88,8.74,100.68,5.3,3.67,-1.03,"2018-10-03 12:27:32",3.19,7327.54958283645,7.32754958283645,"SSCN_04_09_S",3.49994975133333,0.0471043987,0.0154787526,0.4182724,0.2077927885,0.182334,0.119222002,0.0625831513,0.1452096372,0.2104796115,4.31111111111111,1.24444444444445,5.8365,0.0474915827605769,7.096,-5.155,-2.38466666666667,0.756166666666666,-101.490166666667,15.9303333333334,26.9863333333333,71.5933333333333,1.505,-2.63590474018431,-62.1298934793953,20.3748085866568,0.991871371341744,-3.01869754371803,20.7094574547414,-1.83481479373221,7.66519051773107,20.3619609243412,-9.9695473317593,-10.5025367920189,6.30166666666667,1.71506802586175,10,10.9368070953437,-5.83,0.153,0.764048095700195,8.35624663423774,0.768432926060541,8.40420267803464,-0.00438483036034565,-0.0479560437969067,0.994293802085206,0.00204457099882103,0.00203682694170728,0.00201190787964468,0.00198954350974658,0.00590885549857844
2018-10-05,"EC2",-0.02125,0.097,21.32,849,8.21,3,0.7,93.6,8.27,8.1,"SSCN_05_02","SSCN",5,2,1040,1055,32,26,40,40,0,0,0.9,8.6,845,847,4.1,457,458,NA,500,500,500,NA,NA,26,26,578.239030545614,578.239030545614,"2018-10-05 10:40:00","2018-10-05 10:55:00","2018-10-05 10:47:43",21.5,845.69,8.32,-97.3,8.09,91.85,8.09,2.18,-1.06,"2018-10-05 10:47:45",4.14,12868.9753366176,12.8689753366176,"SSCN_05_02_S",3.31064503333333,0.02520367,0.0367025734,0.3464868,0.1293840885,0.182334,0.122321752,0.0619062434,0.0674778451,0.2171027115,9.17,1.58000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56166666666667,2.8136379179513,10,10.5044345898004,-6.1,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198900425760581,NA
2018-10-05,"EC3",-0.022,0.07625,21.15,859.5,8.19,2.5,0.6,93.1,8.255,7.6,"SSCN_05_03","SSCN",5,3,1020,1033,27,21,34,33,0,0,0.9,8.9,853,856,4.2,455,456,NA,500,500,500,NA,NA,21,21,467.03921697915,467.03921697915,"2018-10-05 10:20:00","2018-10-05 10:33:00","2018-10-05 10:26:30",21.36,855.43,8.34,-98.23,8.08,91.44,7.75,1.96,-1.07,"2018-10-05 10:26:30",4.15,12488.4753366182,12.4884753366182,"SSCN_05_03_S",3.30769223816667,0.0260128243,0.0358846376,0.5438972,0.164982304,0.2074452,0.119222002,0.0618974619,0.1030848421,0.378914896,9.76000000000001,1.40000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56166666666667,2.8136379179513,10,10.4462305986696,-6.01,0.153,NA,NA,NA,NA,NA,NA,NA,0.00204457099882103,NA,NA,0.00198918400838415,NA
